"","X1","X2"
"1811","2018_1305_1455",NA
"1812","2018_1305_1460",NA
"1813","2018_1305_1462",NA
"1814","2018_1308_1314",NA
"1815","2018_1308_1326",NA
"1816","2018_1308_1328",NA
"1817","2018_1308_1335",NA
"1818","2018_1308_1344",NA
"1819","2018_1308_1345",NA
"1820","2018_1308_1347",NA
"1821","2018_1308_1348",NA
"1822","2018_1308_1355",NA
"1823","2018_1308_1361",NA
"1824","2018_1308_1371",NA
"1825","2018_1308_1372",NA
"1826","2018_1308_1382",NA
"1827","2018_1308_1393",NA
"1828","2018_1308_1395",NA
"1829","2018_1308_1397",NA
"1830","2018_1308_1400",NA
"1831","2018_1308_1401",NA
"1832","2018_1308_1403",NA
"1833","2018_1308_1411",NA
"1834","2018_1308_1417",NA
"1835","2018_1308_1420",NA
"1836","2018_1308_1422",NA
"1837","2018_1308_1437",NA
"1838","2018_1308_1438",NA
"1839","2018_1308_1439",NA
"1840","2018_1308_1452",NA
"1841","2018_1308_1455",NA
"1842","2018_1308_1460",NA
"1843","2018_1308_1462",NA
"1844","2018_1314_1326",NA
"1845","2018_1314_1328",NA
"1846","2018_1314_1335",NA
"1847","2018_1314_1344",NA
"1848","2018_1314_1345",NA
"1849","2018_1314_1347",NA
"1850","2018_1314_1348",NA
"1851","2018_1314_1355",NA
"1852","2018_1314_1361",NA
"1853","2018_1314_1371",NA
"1854","2018_1314_1372",NA
"1855","2018_1314_1382",NA
"1856","2018_1314_1393",NA
"1857","2018_1314_1395",NA
"1858","2018_1314_1397",NA
"1859","2018_1314_1400",NA
"1860","2018_1314_1401",NA
"1861","2018_1314_1403",NA
"1862","2018_1314_1411",NA
"1863","2018_1314_1417",NA
"1864","2018_1314_1420",NA
"1865","2018_1314_1422",NA
"1866","2018_1314_1437",NA
"1867","2018_1314_1438",NA
"1868","2018_1314_1439",NA
"1869","2018_1314_1452",NA
"1870","2018_1314_1455",NA
"1871","2018_1314_1460",NA
"1872","2018_1314_1462",NA
"1873","2018_1326_1328",NA
"1874","2018_1326_1335",NA
"1875","2018_1326_1344",NA
"1876","2018_1326_1345",NA
"1877","2018_1326_1347",NA
"1878","2018_1326_1348",NA
"1879","2018_1326_1355",NA
"1880","2018_1326_1361",NA
"1881","2018_1326_1371",NA
"1882","2018_1326_1372",NA
"1883","2018_1326_1382",NA
"1884","2018_1326_1393",NA
"1885","2018_1326_1395",NA
"1886","2018_1326_1397",NA
"1887","2018_1326_1400",NA
"1888","2018_1326_1401",NA
"1889","2018_1326_1403",NA
"1890","2018_1326_1411",NA
"1891","2018_1326_1417",NA
"1892","2018_1326_1420",NA
"1893","2018_1326_1422",NA
"1894","2018_1326_1437",NA
"1895","2018_1326_1438",NA
"1896","2018_1326_1439",NA
"1897","2018_1326_1452",NA
"1898","2018_1326_1455",NA
"1899","2018_1326_1460",NA
"1900","2018_1326_1462",NA
"1901","2018_1328_1335",NA
"1902","2018_1328_1344",NA
"1903","2018_1328_1345",NA
"1904","2018_1328_1347",NA
"1905","2018_1328_1348",NA
"1906","2018_1328_1355",NA
"1907","2018_1328_1361",NA
"1908","2018_1328_1371",NA
"1909","2018_1328_1372",NA
"1910","2018_1328_1382",NA
"1911","2018_1328_1393",NA
"1912","2018_1328_1395",NA
"1913","2018_1328_1397",NA
"1914","2018_1328_1400",NA
"1915","2018_1328_1401",NA
"1916","2018_1328_1403",NA
"1917","2018_1328_1411",NA
"1918","2018_1328_1417",NA
"1919","2018_1328_1420",NA
"1920","2018_1328_1422",NA
"1921","2018_1328_1437",NA
"1922","2018_1328_1438",NA
"1923","2018_1328_1439",NA
"1924","2018_1328_1452",NA
"1925","2018_1328_1455",NA
"1926","2018_1328_1460",NA
"1927","2018_1328_1462",NA
"1928","2018_1335_1344",NA
"1929","2018_1335_1345",NA
"1930","2018_1335_1347",NA
"1931","2018_1335_1348",NA
"1932","2018_1335_1355",NA
"1933","2018_1335_1361",NA
"1934","2018_1335_1371",NA
"1935","2018_1335_1372",NA
"1936","2018_1335_1382",NA
"1937","2018_1335_1393",NA
"1938","2018_1335_1395",NA
"1939","2018_1335_1397",NA
"1940","2018_1335_1400",NA
"1941","2018_1335_1401",NA
"1942","2018_1335_1403",NA
"1943","2018_1335_1411",NA
"1944","2018_1335_1417",NA
"1945","2018_1335_1420",NA
"1946","2018_1335_1422",NA
"1947","2018_1335_1437",NA
"1948","2018_1335_1438",NA
"1949","2018_1335_1439",NA
"1950","2018_1335_1452",NA
"1951","2018_1335_1455",NA
"1952","2018_1335_1460",NA
"1953","2018_1335_1462",NA
"1954","2018_1344_1345",NA
"1955","2018_1344_1347",NA
"1956","2018_1344_1348",NA
"1957","2018_1344_1355",NA
"1958","2018_1344_1361",NA
"1959","2018_1344_1371",NA
"1960","2018_1344_1372",NA
"1961","2018_1344_1382",NA
"1962","2018_1344_1393",NA
"1963","2018_1344_1395",NA
"1964","2018_1344_1397",NA
"1965","2018_1344_1400",NA
"1966","2018_1344_1401",NA
"1967","2018_1344_1403",NA
"1968","2018_1344_1411",NA
"1969","2018_1344_1417",NA
"1970","2018_1344_1420",NA
"1971","2018_1344_1422",NA
"1972","2018_1344_1437",NA
"1973","2018_1344_1438",NA
"1974","2018_1344_1439",NA
"1975","2018_1344_1452",NA
"1976","2018_1344_1455",NA
"1977","2018_1344_1460",NA
"1978","2018_1344_1462",NA
"1979","2018_1345_1347",NA
"1980","2018_1345_1348",NA
"1981","2018_1345_1355",NA
"1982","2018_1345_1361",NA
"1983","2018_1345_1371",NA
"1984","2018_1345_1372",NA
"1985","2018_1345_1382",NA
"1986","2018_1345_1393",NA
"1987","2018_1345_1395",NA
"1988","2018_1345_1397",NA
"1989","2018_1345_1400",NA
"1990","2018_1345_1401",NA
"1991","2018_1345_1403",NA
"1992","2018_1345_1411",NA
"1993","2018_1345_1417",NA
"1994","2018_1345_1420",NA
"1995","2018_1345_1422",NA
"1996","2018_1345_1437",NA
"1997","2018_1345_1438",NA
"1998","2018_1345_1439",NA
"1999","2018_1345_1452",NA
"2000","2018_1345_1455",NA
"2001","2018_1345_1460",NA
"2002","2018_1345_1462",NA
"2003","2018_1347_1348",NA
"2004","2018_1347_1355",NA
"2005","2018_1347_1361",NA
"2006","2018_1347_1371",NA
"2007","2018_1347_1372",NA
"2008","2018_1347_1382",NA
"2009","2018_1347_1393",NA
"2010","2018_1347_1395",NA
"2011","2018_1347_1397",NA
"2012","2018_1347_1400",NA
"2013","2018_1347_1401",NA
"2014","2018_1347_1403",NA
"2015","2018_1347_1411",NA
"2016","2018_1347_1417",NA
"2017","2018_1347_1420",NA
"2018","2018_1347_1422",NA
"2019","2018_1347_1437",NA
"2020","2018_1347_1438",NA
"2021","2018_1347_1439",NA
"2022","2018_1347_1452",NA
"2023","2018_1347_1455",NA
"2024","2018_1347_1460",NA
"2025","2018_1347_1462",NA
"2026","2018_1348_1355",NA
"2027","2018_1348_1361",NA
"2028","2018_1348_1371",NA
"2029","2018_1348_1372",NA
"2030","2018_1348_1382",NA
"2031","2018_1348_1393",NA
"2032","2018_1348_1395",NA
"2033","2018_1348_1397",NA
"2034","2018_1348_1400",NA
"2035","2018_1348_1401",NA
"2036","2018_1348_1403",NA
"2037","2018_1348_1411",NA
"2038","2018_1348_1417",NA
"2039","2018_1348_1420",NA
"2040","2018_1348_1422",NA
"2041","2018_1348_1437",NA
"2042","2018_1348_1438",NA
"2043","2018_1348_1439",NA
"2044","2018_1348_1452",NA
"2045","2018_1348_1455",NA
"2046","2018_1348_1460",NA
"2047","2018_1348_1462",NA
"2048","2018_1355_1361",NA
"2049","2018_1355_1371",NA
"2050","2018_1355_1372",NA
"2051","2018_1355_1382",NA
"2052","2018_1355_1393",NA
"2053","2018_1355_1395",NA
"2054","2018_1355_1397",NA
"2055","2018_1355_1400",NA
"2056","2018_1355_1401",NA
"2057","2018_1355_1403",NA
"2058","2018_1355_1411",NA
"2059","2018_1355_1417",NA
"2060","2018_1355_1420",NA
"2061","2018_1355_1422",NA
"2062","2018_1355_1437",NA
"2063","2018_1355_1438",NA
"2064","2018_1355_1439",NA
"2065","2018_1355_1452",NA
"2066","2018_1355_1455",NA
"2067","2018_1355_1460",NA
"2068","2018_1355_1462",NA
"2069","2018_1361_1371",NA
"2070","2018_1361_1372",NA
"2071","2018_1361_1382",NA
"2072","2018_1361_1393",NA
"2073","2018_1361_1395",NA
"2074","2018_1361_1397",NA
"2075","2018_1361_1400",NA
"2076","2018_1361_1401",NA
"2077","2018_1361_1403",NA
"2078","2018_1361_1411",NA
"2079","2018_1361_1417",NA
"2080","2018_1361_1420",NA
"2081","2018_1361_1422",NA
"2082","2018_1361_1437",NA
"2083","2018_1361_1438",NA
"2084","2018_1361_1439",NA
"2085","2018_1361_1452",NA
"2086","2018_1361_1455",NA
"2087","2018_1361_1460",NA
"2088","2018_1361_1462",NA
"2089","2018_1371_1372",NA
"2090","2018_1371_1382",NA
"2091","2018_1371_1393",NA
"2092","2018_1371_1395",NA
"2093","2018_1371_1397",NA
"2094","2018_1371_1400",NA
"2095","2018_1371_1401",NA
"2096","2018_1371_1403",NA
"2097","2018_1371_1411",NA
"2098","2018_1371_1417",NA
"2099","2018_1371_1420",NA
"2100","2018_1371_1422",NA
"2101","2018_1371_1437",NA
"2102","2018_1371_1438",NA
"2103","2018_1371_1439",NA
"2104","2018_1371_1452",NA
"2105","2018_1371_1455",NA
"2106","2018_1371_1460",NA
"2107","2018_1371_1462",NA
"2108","2018_1372_1382",NA
"2109","2018_1372_1393",NA
"2110","2018_1372_1395",NA
"2111","2018_1372_1397",NA
"2112","2018_1372_1400",NA
"2113","2018_1372_1401",NA
"2114","2018_1372_1403",NA
"2115","2018_1372_1411",NA
"2116","2018_1372_1417",NA
"2117","2018_1372_1420",NA
"2118","2018_1372_1422",NA
"2119","2018_1372_1437",NA
"2120","2018_1372_1438",NA
"2121","2018_1372_1439",NA
"2122","2018_1372_1452",NA
"2123","2018_1372_1455",NA
"2124","2018_1372_1460",NA
"2125","2018_1372_1462",NA
"2126","2018_1382_1393",NA
"2127","2018_1382_1395",NA
"2128","2018_1382_1397",NA
"2129","2018_1382_1400",NA
"2130","2018_1382_1401",NA
"2131","2018_1382_1403",NA
"2132","2018_1382_1411",NA
"2133","2018_1382_1417",NA
"2134","2018_1382_1420",NA
"2135","2018_1382_1422",NA
"2136","2018_1382_1437",NA
"2137","2018_1382_1438",NA
"2138","2018_1382_1439",NA
"2139","2018_1382_1452",NA
"2140","2018_1382_1455",NA
"2141","2018_1382_1460",NA
"2142","2018_1382_1462",NA
"2143","2018_1393_1395",NA
"2144","2018_1393_1397",NA
"2145","2018_1393_1400",NA
"2146","2018_1393_1401",NA
"2147","2018_1393_1403",NA
"2148","2018_1393_1411",NA
"2149","2018_1393_1417",NA
"2150","2018_1393_1420",NA
"2151","2018_1393_1422",NA
"2152","2018_1393_1437",NA
"2153","2018_1393_1438",NA
"2154","2018_1393_1439",NA
"2155","2018_1393_1452",NA
"2156","2018_1393_1455",NA
"2157","2018_1393_1460",NA
"2158","2018_1393_1462",NA
"2159","2018_1395_1397",NA
"2160","2018_1395_1400",NA
"2161","2018_1395_1401",NA
"2162","2018_1395_1403",NA
"2163","2018_1395_1411",NA
"2164","2018_1395_1417",NA
"2165","2018_1395_1420",NA
"2166","2018_1395_1422",NA
"2167","2018_1395_1437",NA
"2168","2018_1395_1438",NA
"2169","2018_1395_1439",NA
"2170","2018_1395_1452",NA
"2171","2018_1395_1455",NA
"2172","2018_1395_1460",NA
"2173","2018_1395_1462",NA
"2174","2018_1397_1400",NA
"2175","2018_1397_1401",NA
"2176","2018_1397_1403",NA
"2177","2018_1397_1411",NA
"2178","2018_1397_1417",NA
"2179","2018_1397_1420",NA
"2180","2018_1397_1422",NA
"2181","2018_1397_1437",NA
"2182","2018_1397_1438",NA
"2183","2018_1397_1439",NA
"2184","2018_1397_1452",NA
"2185","2018_1397_1455",NA
"2186","2018_1397_1460",NA
"2187","2018_1397_1462",NA
"2188","2018_1400_1401",NA
"2189","2018_1400_1403",NA
"2190","2018_1400_1411",NA
"2191","2018_1400_1417",NA
"2192","2018_1400_1420",NA
"2193","2018_1400_1422",NA
"2194","2018_1400_1437",NA
"2195","2018_1400_1438",NA
"2196","2018_1400_1439",NA
"2197","2018_1400_1452",NA
"2198","2018_1400_1455",NA
"2199","2018_1400_1460",NA
"2200","2018_1400_1462",NA
"2201","2018_1401_1403",NA
"2202","2018_1401_1411",NA
"2203","2018_1401_1417",NA
"2204","2018_1401_1420",NA
"2205","2018_1401_1422",NA
"2206","2018_1401_1437",NA
"2207","2018_1401_1438",NA
"2208","2018_1401_1439",NA
"2209","2018_1401_1452",NA
"2210","2018_1401_1455",NA
"2211","2018_1401_1460",NA
"2212","2018_1401_1462",NA
"2213","2018_1403_1411",NA
"2214","2018_1403_1417",NA
"2215","2018_1403_1420",NA
"2216","2018_1403_1422",NA
"2217","2018_1403_1437",NA
"2218","2018_1403_1438",NA
"2219","2018_1403_1439",NA
"2220","2018_1403_1452",NA
"2221","2018_1403_1455",NA
"2222","2018_1403_1460",NA
"2223","2018_1403_1462",NA
"2224","2018_1411_1417",NA
"2225","2018_1411_1420",NA
"2226","2018_1411_1422",NA
"2227","2018_1411_1437",NA
"2228","2018_1411_1438",NA
"2229","2018_1411_1439",NA
"2230","2018_1411_1452",NA
"2231","2018_1411_1455",NA
"2232","2018_1411_1460",NA
"2233","2018_1411_1462",NA
"2234","2018_1417_1420",NA
"2235","2018_1417_1422",NA
"2236","2018_1417_1437",NA
"2237","2018_1417_1438",NA
"2238","2018_1417_1439",NA
"2239","2018_1417_1452",NA
"2240","2018_1417_1455",NA
"2241","2018_1417_1460",NA
"2242","2018_1417_1462",NA
"2243","2018_1420_1422",NA
"2244","2018_1420_1437",NA
"2245","2018_1420_1438",NA
"2246","2018_1420_1439",NA
"2247","2018_1420_1452",NA
"2248","2018_1420_1455",NA
"2249","2018_1420_1460",NA
"2250","2018_1420_1462",NA
"2251","2018_1422_1437",NA
"2252","2018_1422_1438",NA
"2253","2018_1422_1439",NA
"2254","2018_1422_1452",NA
"2255","2018_1422_1455",NA
"2256","2018_1422_1460",NA
"2257","2018_1422_1462",NA
"2258","2018_1437_1438",NA
"2259","2018_1437_1439",NA
"2260","2018_1437_1452",NA
"2261","2018_1437_1455",NA
"2262","2018_1437_1460",NA
"2263","2018_1437_1462",NA
"2264","2018_1438_1439",NA
"2265","2018_1438_1452",NA
"2266","2018_1438_1455",NA
"2267","2018_1438_1460",NA
"2268","2018_1438_1462",NA
"2269","2018_1439_1452",NA
"2270","2018_1439_1455",NA
"2271","2018_1439_1460",NA
"2272","2018_1439_1462",NA
"2273","2018_1452_1455",NA
"2274","2018_1452_1460",NA
"2275","2018_1452_1462",NA
"2276","2018_1455_1460",NA
"2277","2018_1455_1462",NA
"2278","2018_1460_1462",NA
